,mun_name,mun_code,account_type,label,total_amount
2016,AUDA,LIM362,Lephalale,Total By Income Source,173532264
2016,AUDA,LIM362,Lephalale,Total By Customer Group,173532261
2016,AUDA,LIM367,Mogalakwena,Total By Income Source,506983731
2016,AUDA,LIM367,Mogalakwena,Total By Customer Group,506983731
2016,AUDA,LIM471,Ephraim Mogale,Total By Income Source,38035272
2016,AUDA,LIM471,Ephraim Mogale,Total By Customer Group,38035272
2016,AUDA,LIM472,Elias Motsoaledi,Total By Income Source,63570852
2016,AUDA,LIM472,Elias Motsoaledi,Total By Customer Group,63570852
2016,AUDA,LIM473,Makhuduthamaga,Total By Income Source,238947803
2016,AUDA,LIM473,Makhuduthamaga,Total By Customer Group,238947803
2016,AUDA,MAN,Mangaung,Total By Income Source,3807514235
2016,AUDA,MAN,Mangaung,Total By Customer Group,3807514235
2016,AUDA,MP302,Msukaligwa,Total By Income Source,394220207
2016,AUDA,MP302,Msukaligwa,Total By Customer Group,394220207
2016,AUDA,MP303,Mkhondo,Total By Income Source,28325503
2016,AUDA,MP303,Mkhondo,Total By Customer Group,28325503
2016,AUDA,MP304,Dr Pixley Ka Isaka Seme,Total By Income Source,311838146
2016,AUDA,MP304,Dr Pixley Ka Isaka Seme,Total By Customer Group,311838146
2016,AUDA,MP306,Dipaleseng,Total By Income Source,300030946
2016,AUDA,MP306,Dipaleseng,Total By Customer Group,300030946
2016,AUDA,MP307,Govan Mbeki,Total By Income Source,190714056
2016,AUDA,MP307,Govan Mbeki,Total By Customer Group,190714056
2016,AUDA,MP313,Steve Tshwete,Total By Income Source,110234741
2016,AUDA,MP313,Steve Tshwete,Total By Customer Group,110234741
2016,AUDA,MP314,Emakhazeni,Total By Income Source,151492896
2016,AUDA,MP314,Emakhazeni,Total By Customer Group,151492896
2016,AUDA,MP321,Thaba Chweu,Total By Income Source,223574283
2016,AUDA,MP321,Thaba Chweu,Total By Customer Group,223574283
2016,AUDA,NC061,Richtersveld,Total By Income Source,53828891
2016,AUDA,NC061,Richtersveld,Total By Customer Group,53828891
2016,AUDA,NC062,Nama Khoi,Total By Income Source,96606050
2016,AUDA,NC062,Nama Khoi,Total By Customer Group,96606050
2016,AUDA,NC064,Kamiesberg,Total By Income Source,51036170
2016,AUDA,NC064,Kamiesberg,Total By Customer Group,51036170
2016,AUDA,NC065,Hantam,Total By Income Source,35934080
2016,AUDA,NC065,Hantam,Total By Customer Group,35934080
2016,AUDA,NC066,Karoo Hoogland,Total By Income Source,23353826
2016,AUDA,NC066,Karoo Hoogland,Total By Customer Group,23353826
2016,AUDA,NC067,Khâi-Ma,Total By Income Source,41544971
2016,AUDA,NC067,Khâi-Ma,Total By Customer Group,41544971
2016,AUDA,NC071,Ubuntu,Total By Income Source,58561085
2016,AUDA,NC071,Ubuntu,Total By Customer Group,58561085
2016,AUDA,NC072,Umsobomvu,Total By Income Source,109763441
2016,AUDA,NC072,Umsobomvu,Total By Customer Group,109763441
2016,AUDA,NC074,Kareeberg,Total By Income Source,6192215
2016,AUDA,NC074,Kareeberg,Total By Customer Group,6192212
2016,AUDA,NC082,Kai !Garib,Total By Income Source,151938266
2016,AUDA,NC082,Kai !Garib,Total By Customer Group,151938266
2016,AUDA,NC084,!Kheis,Total By Income Source,38077684
2016,AUDA,NC084,!Kheis,Total By Customer Group,38077684
2016,AUDA,NC085,Tsantsabane,Total By Income Source,168230966
2016,AUDA,NC085,Tsantsabane,Total By Customer Group,168230966
2016,AUDA,NC091,Sol Plaatjie,Total By Income Source,1587495955
2016,AUDA,NC091,Sol Plaatjie,Total By Customer Group,1587495955
2016,AUDA,NC092,Dikgatlong,Total By Income Source,251680963
2016,AUDA,NC092,Dikgatlong,Total By Customer Group,251680963
2016,AUDA,NC451,Joe Morolong,Total By Income Source,10555883
2016,AUDA,NC451,Joe Morolong,Total By Customer Group,10555883
2016,AUDA,NC452,Ga-Segonyana,Total By Income Source,81067003
2016,AUDA,NC452,Ga-Segonyana,Total By Customer Group,81067003
2016,AUDA,NC453,Gamagara,Total By Income Source,852853907
2016,AUDA,NC453,Gamagara,Total By Customer Group,852853907
2016,AUDA,NMA,Nelson Mandela Bay,Total By Income Source,3348140797
2016,AUDA,NMA,Nelson Mandela Bay,Total By Customer Group,3348140797
2016,AUDA,NW372,Local Municipality of Madibeng,Total By Income Source,306794929
2016,AUDA,NW372,Local Municipality of Madibeng,Total By Customer Group,306794929
2016,AUDA,NW373,Rustenburg,Total By Income Source,2892325956
2016,AUDA,NW373,Rustenburg,Total By Customer Group,2892325958
2016,AUDA,NW382,Tswaing,Total By Income Source,36876845
2016,AUDA,NW382,Tswaing,Total By Customer Group,36876845
2016,AUDA,NW394,Greater Taung,Total By Income Source,38027142
2016,AUDA,NW394,Greater Taung,Total By Customer Group,38027142
2016,AUDA,NW396,Lekwa-Teemane,Total By Income Source,406630770
2016,AUDA,NW396,Lekwa-Teemane,Total By Customer Group,406630770
2016,AUDA,NW397,Kagisano/Molopo,Total By Income Source,6302939
2016,AUDA,NW397,Kagisano/Molopo,Total By Customer Group,6302939
2016,AUDA,NW403,City of Matlosana,Total By Income Source,1812382914
2016,AUDA,NW403,City of Matlosana,Total By Customer Group,1812382914
2016,AUDA,WC011,Matzikama,Total By Income Source,55524687
2016,AUDA,WC011,Matzikama,Total By Customer Group,55524687
2016,AUDA,WC012,Cederberg,Total By Income Source,83547316
2016,AUDA,WC012,Cederberg,Total By Customer Group,83547317
2016,AUDA,WC013,Bergrivier,Total By Income Source,73253117
2016,AUDA,WC013,Bergrivier,Total By Customer Group,73253117
2016,AUDA,WC014,Saldanha Bay,Total By Income Source,241578967
2016,AUDA,WC014,Saldanha Bay,Total By Customer Group,241578967
2016,AUDA,WC015,Swartland,Total By Income Source,61811392
2016,AUDA,WC015,Swartland,Total By Customer Group,61811392
2016,AUDA,WC022,Witzenberg,Total By Income Source,151257927
2016,AUDA,WC022,Witzenberg,Total By Customer Group,151257928
2016,AUDA,WC023,Drakenstein,Total By Income Source,324001171
2016,AUDA,WC023,Drakenstein,Total By Customer Group,324001171
2016,AUDA,WC024,Stellenbosch,Total By Income Source,169243848
2016,AUDA,WC024,Stellenbosch,Total By Customer Group,169243848
2016,AUDA,WC025,Breede Valley,Total By Income Source,137648089
2016,AUDA,WC025,Breede Valley,Total By Customer Group,137648088
2016,AUDA,WC026,Langeberg,Total By Income Source,51417323
2016,AUDA,WC026,Langeberg,Total By Customer Group,51417323
2016,AUDA,WC031,Theewaterskloof,Total By Income Source,187623100
2016,AUDA,WC031,Theewaterskloof,Total By Customer Group,187623100
2016,AUDA,WC032,Overstrand,Total By Income Source,76926022
2016,AUDA,WC032,Overstrand,Total By Customer Group,76926027
2016,AUDA,WC033,Cape Agulhas,Total By Income Source,32334724
2016,AUDA,WC033,Cape Agulhas,Total By Customer Group,32334724
2016,AUDA,WC034,Swellendam,Total By Income Source,33961343
2016,AUDA,WC034,Swellendam,Total By Customer Group,33961341
2016,AUDA,WC042,Hessequa,Total By Income Source,94046751
2016,AUDA,WC042,Hessequa,Total By Customer Group,94046751
2016,AUDA,WC043,Mossel Bay,Total By Income Source,42520432
2016,AUDA,WC043,Mossel Bay,Total By Customer Group,42520429
2016,AUDA,WC044,George,Total By Income Source,129225060
2016,AUDA,WC044,George,Total By Customer Group,129225059
2016,AUDA,WC045,Oudtshoorn,Total By Income Source,109131863
2016,AUDA,WC045,Oudtshoorn,Total By Customer Group,109131863
2016,AUDA,WC048,Knysna,Total By Income Source,270903522
2016,AUDA,WC048,Knysna,Total By Customer Group,270903518
2016,AUDA,WC051,Laingsburg,Total By Income Source,5544416
2016,AUDA,WC051,Laingsburg,Total By Customer Group,5544416
2016,AUDA,WC052,Prince Albert,Total By Income Source,1849170
2016,AUDA,WC052,Prince Albert,Total By Customer Group,1849170
